grade,semester,category,version,executor,needUncompress,name,content
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 认识东北、东南、西北、西南四个方向教学设计 ,http://www.goodkejian.com/down.asp?id=70505&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 认识东、南、西、北方向教学设计 ,http://www.goodkejian.com/down.asp?id=70504&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 认识东、南、西、北方向 1教学设计 ,http://www.goodkejian.com/down.asp?id=70503&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 认识地图上的方向教学设计 ,http://www.goodkejian.com/down.asp?id=70502&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数教学设计 ,http://www.goodkejian.com/down.asp?id=70501&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数的应用教学设计 ,http://www.goodkejian.com/down.asp?id=70500&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数的含义和求法教学设计 ,http://www.goodkejian.com/down.asp?id=70499&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 9教学设计 ,http://www.goodkejian.com/down.asp?id=70498&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 8教学设计 ,http://www.goodkejian.com/down.asp?id=70497&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 7教学设计 ,http://www.goodkejian.com/down.asp?id=70496&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 6教学设计 ,http://www.goodkejian.com/down.asp?id=70495&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 5教学设计 ,http://www.goodkejian.com/down.asp?id=70494&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 4教学设计 ,http://www.goodkejian.com/down.asp?id=70493&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 3教学设计 ,http://www.goodkejian.com/down.asp?id=70492&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 2教学设计 ,http://www.goodkejian.com/down.asp?id=70491&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 平均数 1教学设计 ,http://www.goodkejian.com/down.asp?id=70490&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年月日教学设计 ,http://www.goodkejian.com/down.asp?id=70489&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日整理和复习教学设计 ,http://www.goodkejian.com/down.asp?id=70488&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日教学设计 ,http://www.goodkejian.com/down.asp?id=70487&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日的认识教学设计 ,http://www.goodkejian.com/down.asp?id=70486&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 11教学设计 ,http://www.goodkejian.com/down.asp?id=70485&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 10教学设计 ,http://www.goodkejian.com/down.asp?id=70484&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 9教学设计 ,http://www.goodkejian.com/down.asp?id=70483&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 8教学设计 ,http://www.goodkejian.com/down.asp?id=70482&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 7教学设计 ,http://www.goodkejian.com/down.asp?id=70481&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 6教学设计 ,http://www.goodkejian.com/down.asp?id=70480&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 5教学设计 ,http://www.goodkejian.com/down.asp?id=70479&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 4教学设计 ,http://www.goodkejian.com/down.asp?id=70360&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 3教学设计 ,http://www.goodkejian.com/down.asp?id=70359&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 2教学设计 ,http://www.goodkejian.com/down.asp?id=70358&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 年、月、日 1教学设计 ,http://www.goodkejian.com/down.asp?id=70357&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位教学设计 ,http://www.goodkejian.com/down.asp?id=70356&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 7教学设计 ,http://www.goodkejian.com/down.asp?id=70355&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 6教学设计 ,http://www.goodkejian.com/down.asp?id=70354&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 5教学设计 ,http://www.goodkejian.com/down.asp?id=70353&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 4教学设计 ,http://www.goodkejian.com/down.asp?id=70352&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 3教学设计 ,http://www.goodkejian.com/down.asp?id=70351&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 2教学设计 ,http://www.goodkejian.com/down.asp?id=70350&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积和面积单位 1教学设计 ,http://www.goodkejian.com/down.asp?id=70349&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 面积单位间的进率教学设计 ,http://www.goodkejian.com/down.asp?id=70348&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数的进位乘法的练习课教学设计 ,http://www.goodkejian.com/down.asp?id=70347&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数的估算教学设计 ,http://www.goodkejian.com/down.asp?id=70346&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数―乘法估算教学设计 ,http://www.goodkejian.com/down.asp?id=70345&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数（口算乘法）教学设计 ,http://www.goodkejian.com/down.asp?id=70344&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数(进位乘法)教学设计 ,http://www.goodkejian.com/down.asp?id=70343&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数（估算乘法）教学设计 ,http://www.goodkejian.com/down.asp?id=70342&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数（不进位）教学设计 ,http://www.goodkejian.com/down.asp?id=70341&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 两位数乘两位数（不进位） 1教学设计 ,http://www.goodkejian.com/down.asp?id=70340&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法练习课教学设计 ,http://www.goodkejian.com/down.asp?id=70339&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法教学设计 ,http://www.goodkejian.com/down.asp?id=70338&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法 5教学设计 ,http://www.goodkejian.com/down.asp?id=70337&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法 4教学设计 ,http://www.goodkejian.com/down.asp?id=70336&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法 3教学设计 ,http://www.goodkejian.com/down.asp?id=70335&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法 2教学设计 ,http://www.goodkejian.com/down.asp?id=70334&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算除法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70333&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算乘法教学设计 ,http://www.goodkejian.com/down.asp?id=70174&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算乘法的练习课教学设计 ,http://www.goodkejian.com/down.asp?id=70173&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算乘法 3教学设计 ,http://www.goodkejian.com/down.asp?id=70172&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算乘法 2教学设计 ,http://www.goodkejian.com/down.asp?id=70171&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 口算乘法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70170&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题―设计校园教学设计 ,http://www.goodkejian.com/down.asp?id=70169&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题―设计校园 第二课时教学设计 ,http://www.goodkejian.com/down.asp?id=70168&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题教学设计 ,http://www.goodkejian.com/down.asp?id=70167&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 6教学设计 ,http://www.goodkejian.com/down.asp?id=70166&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 5教学设计 ,http://www.goodkejian.com/down.asp?id=70165&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 4教学设计 ,http://www.goodkejian.com/down.asp?id=70164&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 3教学设计 ,http://www.goodkejian.com/down.asp?id=70163&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 2教学设计 ,http://www.goodkejian.com/down.asp?id=70162&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 解决问题 1教学设计 ,http://www.goodkejian.com/down.asp?id=70161&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的小数加、减法教学设计 ,http://www.goodkejian.com/down.asp?id=70160&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的小数加、减法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70159&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的数据分析教学设计 ,http://www.goodkejian.com/down.asp?id=70158&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的数据分析 4教学设计 ,http://www.goodkejian.com/down.asp?id=70157&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的数据分析 3教学设计 ,http://www.goodkejian.com/down.asp?id=70156&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的数据分析 2教学设计 ,http://www.goodkejian.com/down.asp?id=70155&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 简单的数据分析 1教学设计 ,http://www.goodkejian.com/down.asp?id=70154&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 计算简单的经过时间教学设计 ,http://www.goodkejian.com/down.asp?id=70153&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 会看简单的路线图教学设计 ,http://www.goodkejian.com/down.asp?id=70152&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 会看简单的路线图（八个方向）教学设计 ,http://www.goodkejian.com/down.asp?id=70151&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 横向条形统计图教学设计 ,http://www.goodkejian.com/down.asp?id=70150&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 横向条形统计图 1教学设计 ,http://www.goodkejian.com/down.asp?id=70149&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 公顷、平方千米教学设计 ,http://www.goodkejian.com/down.asp?id=70148&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 公顷、平方千米 1教学设计 ,http://www.goodkejian.com/down.asp?id=70147&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 第五单元――整理和复习教学设计 ,http://www.goodkejian.com/down.asp?id=70146&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 等量代换 1教学设计 ,http://www.goodkejian.com/down.asp?id=70144&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 除数是一位数的除法整理和复习教学设计 ,http://www.goodkejian.com/down.asp?id=70143&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 除法估算教学设计 ,http://www.goodkejian.com/down.asp?id=70142&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 除法估算 1教学设计 ,http://www.goodkejian.com/down.asp?id=70141&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 除法的验算教学设计 ,http://www.goodkejian.com/down.asp?id=70140&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 除法的验算 1教学设计 ,http://www.goodkejian.com/down.asp?id=70139&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 乘法的估算教学设计 ,http://www.goodkejian.com/down.asp?id=70138&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 不进位的两位数乘两位数练习课教学设计 ,http://www.goodkejian.com/down.asp?id=70137&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 不进位的两位数乘两位数教学设计 ,http://www.goodkejian.com/down.asp?id=70136&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法教学设计 ,http://www.goodkejian.com/down.asp?id=70135&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法（一位数除两位数）教学设计 ,http://www.goodkejian.com/down.asp?id=70134&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法（一）教学设计 ,http://www.goodkejian.com/down.asp?id=70133&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法（二）教学设计 ,http://www.goodkejian.com/down.asp?id=70132&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 6教学设计 ,http://www.goodkejian.com/down.asp?id=70131&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 5教学设计 ,http://www.goodkejian.com/down.asp?id=70130&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 4教学设计 ,http://www.goodkejian.com/down.asp?id=70129&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 3教学设计 ,http://www.goodkejian.com/down.asp?id=70128&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 2教学设计 ,http://www.goodkejian.com/down.asp?id=70127&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算除法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70126&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法教学设计 ,http://www.goodkejian.com/down.asp?id=70125&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法的练习课教学设计 ,http://www.goodkejian.com/down.asp?id=70124&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法（进位）教学设计 ,http://www.goodkejian.com/down.asp?id=70123&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法（进位） 1教学设计 ,http://www.goodkejian.com/down.asp?id=70122&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法（不进位）教学设计 ,http://www.goodkejian.com/down.asp?id=70121&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法（不进位） 1教学设计 ,http://www.goodkejian.com/down.asp?id=70120&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法 2教学设计 ,http://www.goodkejian.com/down.asp?id=70119&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 笔算乘法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70118&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 比较小数大小教学设计 ,http://www.goodkejian.com/down.asp?id=70117&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法教学设计 ,http://www.goodkejian.com/down.asp?id=70116&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 11教学设计 ,http://www.goodkejian.com/down.asp?id=70115&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 10教学设计 ,http://www.goodkejian.com/down.asp?id=70114&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 9教学设计 ,http://www.goodkejian.com/down.asp?id=70113&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 8教学设计 ,http://www.goodkejian.com/down.asp?id=70112&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 7教学设计 ,http://www.goodkejian.com/down.asp?id=70111&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 6教学设计 ,http://www.goodkejian.com/down.asp?id=70110&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 5教学设计 ,http://www.goodkejian.com/down.asp?id=70109&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 4教学设计 ,http://www.goodkejian.com/down.asp?id=70108&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 3教学设计 ,http://www.goodkejian.com/down.asp?id=70107&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 2教学设计 ,http://www.goodkejian.com/down.asp?id=70106&sid=1
3,1,1,人教版,段斌,1,人教新课标三年级下册数学教案 24时计时法 1教学设计 ,http://www.goodkejian.com/down.asp?id=70105&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第一单元备课教案 ,http://www.goodkejian.com/down.asp?id=52614&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第五单元备课教案 ,http://www.goodkejian.com/down.asp?id=52613&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第四单元备课教案 ,http://www.goodkejian.com/down.asp?id=52612&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第三单元备课教案 ,http://www.goodkejian.com/down.asp?id=52611&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第七单元备课教案 ,http://www.goodkejian.com/down.asp?id=52610&sid=1
3,1,1,人教版,段斌,1,新课标人教版三年级下册数学第二单元备课教案 ,http://www.goodkejian.com/down.asp?id=52609&sid=1
3,1,1,人教版,段斌,1,人教版新课标三年级下册数学教案 ,http://www.goodkejian.com/down.asp?id=5957&sid=1
3,1,1,人教版,段斌,1,人教版新课标三年级数学下册教案 ,http://www.goodkejian.com/down.asp?id=2579&sid=1
3,1,1,人教版,段斌,1,新版2015春人教版小学三年级数学下册第一、二单元教案(教学设计) ,http://www.goodkejian.com/down.asp?id=94659&sid=1
3,1,1,人教版,段斌,1,新版2015春人教版小学三年级数学下册第三、四单元教案(教学设计) ,http://www.goodkejian.com/down.asp?id=94658&sid=1
3,1,1,人教版,段斌,1,2015春(新版)人教版小学三年级数学下册全册教案(教学设计) ,http://www.goodkejian.com/down.asp?id=94657&sid=1
3,1,2,人教版,段斌,1,人教新课标三年级数学下册期末水平测试卷 ,http://www.goodkejian.com/down.asp?id=76851&sid=1
3,1,2,人教版,段斌,1,人教新课标三年级数学下册  计算与解决问题质量调查试题 ,http://www.goodkejian.com/down.asp?id=67075&sid=1
3,1,2,人教版,段斌,1,（人教新课标）小学三年级数学下册统计单元测试题 ,http://www.goodkejian.com/down.asp?id=55952&sid=1
3,1,2,人教版,段斌,1,（人教新课标）三年级数学下册月考试题 ,http://www.goodkejian.com/down.asp?id=55073&sid=1
3,1,2,人教版,段斌,1,三年级数学(下)期末整理复习试卷（人教新课标） ,http://www.goodkejian.com/down.asp?id=20396&sid=1
3,1,2,人教版,段斌,1,人教版三年级数学下册期末试题 ,http://www.goodkejian.com/down.asp?id=76812&sid=1
3,1,2,人教版,段斌,1,人教版三年级数学下册期末测试试卷 ,http://www.goodkejian.com/down.asp?id=76811&sid=1
3,1,2,人教版,段斌,1,人教版2012学年三年级数学下册期末试卷 ,http://www.goodkejian.com/down.asp?id=76808&sid=1
3,1,2,人教版,段斌,1,人教版三年级数学下册期末考试测试卷 ,http://www.goodkejian.com/down.asp?id=67303&sid=1
3,1,2,人教版,段斌,1,人教版三年级数学下册 期末试题八 ,http://www.goodkejian.com/down.asp?id=66756&sid=1
3,1,2,人教版,段斌,1,人教版三年级数学下册 期末考试测试卷 ,http://www.goodkejian.com/down.asp?id=66755&sid=1
3,1,2,人教版,段斌,1,（人教版）小学数学三年级下册第三、四单元测试题 ,http://www.goodkejian.com/down.asp?id=54838&sid=1
3,1,2,人教版,段斌,1,（人教版）三年级数学下册第三次月考试卷 ,http://www.goodkejian.com/down.asp?id=54835&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第九单元《数学广角》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17595&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第八单元《解决问题》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17594&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第七单元《小数的初步认识》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17593&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第六单元《面积》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17592&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第五单元《两位数乘两位数》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17591&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第四单元《年、月、日》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17590&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第三单元《统计》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17589&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第二单元《除数是一位数的除法》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17588&sid=1
3,1,2,人教版,段斌,1,新人教版数学三年级下册第一单元《位置与方向》单元测试卷 ,http://www.goodkejian.com/down.asp?id=17587&sid=1
3,1,2,人教版,段斌,1,人教版小学三年级语文、数学下册全册试卷（21份） ,http://www.goodkejian.com/down.asp?id=5305&sid=1
4,0,0,人教版,段斌,1,人教版小学数学四年级上册第一单元第二课时《亿以内数的读写》教学课件 ,http://www.goodkejian.com/down.asp?id=90981&sid=1
4,0,0,人教版,段斌,1,人教版小学数学四年级上册第三单元第三课时《角的分类和画角》教学课件 ,http://www.goodkejian.com/down.asp?id=90980&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的读法和写法整理和复习》PPT课件 ,http://www.goodkejian.com/down.asp?id=49926&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《数学广角 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49925&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《畅游大数王国》PPT课件 ,http://www.goodkejian.com/down.asp?id=49924&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《笔算除法 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49923&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《纵向复式条形统计图》PPT课件 ,http://www.goodkejian.com/down.asp?id=49892&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线线段和射线》PPT课件 ,http://www.goodkejian.com/down.asp?id=49891&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角练习》flash课件 ,http://www.goodkejian.com/down.asp?id=49890&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角的生活应用》flash课件 ,http://www.goodkejian.com/down.asp?id=49889&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 8》PPT课件 ,http://www.goodkejian.com/down.asp?id=49888&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 7》PPT课件 ,http://www.goodkejian.com/down.asp?id=49887&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 6》PPT课件 ,http://www.goodkejian.com/down.asp?id=49886&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 5》PPT课件 ,http://www.goodkejian.com/down.asp?id=49885&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 4》flash课件 ,http://www.goodkejian.com/down.asp?id=49884&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49883&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线和角 2》PPT课件 ,http://www.goodkejian.com/down.asp?id=49882&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《直线、射线、线段和角》PPT课件 ,http://www.goodkejian.com/down.asp?id=49881&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《用三角板拼角》PPT课件 ,http://www.goodkejian.com/down.asp?id=49880&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《用计算器计算练习》flash课件 ,http://www.goodkejian.com/down.asp?id=49879&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《用计算器计算》flash课件 ,http://www.goodkejian.com/down.asp?id=49878&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的认识练习》flash课件 ,http://www.goodkejian.com/down.asp?id=49877&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的认识及读写》PPT课件 ,http://www.goodkejian.com/down.asp?id=49876&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的认识》flash课件 ,http://www.goodkejian.com/down.asp?id=49875&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的认识 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49874&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的认识 1》PPT课件 ,http://www.goodkejian.com/down.asp?id=49873&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以上数的近似数》flash课件 ,http://www.goodkejian.com/down.asp?id=49872&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的写法练习》flash课件 ,http://www.goodkejian.com/down.asp?id=49871&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的写法 4》flash课件 ,http://www.goodkejian.com/down.asp?id=49870&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的写法 1》flash课件 ,http://www.goodkejian.com/down.asp?id=49869&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的认识练习》flash课件 ,http://www.goodkejian.com/down.asp?id=49868&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的认识和读法》PPT课件 ,http://www.goodkejian.com/down.asp?id=49867&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的认识 3》PPT课件 ,http://www.goodkejian.com/down.asp?id=49866&sid=1
4,0,0,人教版,段斌,1,人教新课标数学四年级上册《亿以内数的认识 2》flash课件 ,http://www.goodkejian.com/down.asp?id=49865&sid=1
