grade,semester,category,version,executor,chapter,section,name,content
三年级,下册,5,北京版,段斌,10,0,总复习：数的运算与常见的量,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/cd5b431502ad4343b628b97e88be7d7c/1f79b9c1c05d4b19b3be684cbb6b68a4.852.480.false/1f79b9c1c05d4b19b3be684cbb6b68a4.852.480.m3u8
三年级,下册,5,北京版,段斌,10,1,总复习：数的认识,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/343fec3257f9405ba4e54642c7ecc2c1/461c2c7a7038bd3df2f82fabce72f16c.852.480.false/461c2c7a7038bd3df2f82fabce72f16c.852.480.m3u8
三年级,下册,5,北京版,段斌,10,2,总复习：解决问题,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/a0e7de4e440b48ea993d5781a82a6cae/544a50fb3f3b944c18de84aef4ce7f4a.852.480.false/544a50fb3f3b944c18de84aef4ce7f4a.852.480.m3u8
三年级,下册,5,北京版,段斌,10,3,总复习：认识方向,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/1302bfe0f9ce47b9888a97c0e89e9ff4/54481603b8702ecad54b5977e83adf2e.852.480.false/54481603b8702ecad54b5977e83adf2e.852.480.m3u8
三年级,下册,5,北京版,段斌,10,4,总复习：面积,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/f9c16a0f70454fac90bc4fe6d798417a/2f67f37ce61f86ddf2ced6cfea991f5c.852.480.false/2f67f37ce61f86ddf2ced6cfea991f5c.852.480.m3u8
三年级,下册,5,北师大版,段斌,0,-1,分桃子,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e19e1b53f111eb96b8fa20200c3759/88e079a08fbc96d8105a8a5c22e165f1.856.480.false/88e079a08fbc96d8105a8a5c22e165f1.856.480.m3u8
三年级,下册,5,北师大版,段斌,0,-1,分橘子,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e19eb153f111eb96b8fa20200c3759/26392cf1c46f6c89d41779c8935e59a7.1276.720.false/26392cf1c46f6c89d41779c8935e59a7.1276.720.m3u8
三年级,下册,5,北师大版,段斌,0,-1,商是几位数,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e19f4353f111eb96b8fa20200c3759/ff1c47c2a74ccd4bc48beccee22bae7e.856.480.false/ff1c47c2a74ccd4bc48beccee22bae7e.856.480.m3u8
三年级,下册,5,北师大版,段斌,0,-1,猴子的烦恼,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e19d8353f111eb96b8fa20200c3759/8b90c8718a1a92bdd5a6ca3af9daa1bd.856.480.false/8b90c8718a1a92bdd5a6ca3af9daa1bd.856.480.m3u8
三年级,下册,5,北师大版,段斌,0,-1,节约,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e166a753f111eb96b8fa20200c3759/01665eb2eafe835b4773d80f87d8febd.1280.720.false/01665eb2eafe835b4773d80f87d8febd.1280.720.m3u8
三年级,下册,5,北师大版,段斌,0,-1,集邮,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e1661653f111eb96b8fa20200c3759/13b4cbaf0ec30d74048908afeebe3ad8.1280.720.false/13b4cbaf0ec30d74048908afeebe3ad8.1280.720.m3u8
三年级,下册,5,北师大版,段斌,0,-1,买新书,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e1658153f111eb96b8fa20200c3759/011fc5072c4410d1f7e2ed01603980b6.1280.720.false/011fc5072c4410d1f7e2ed01603980b6.1280.720.m3u8
三年级,下册,5,北师大版,段斌,0,-1,讲故事,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e163be53f111eb96b8fa20200c3759/410f142a42f04258a4d9da445df59fe9.1280.720.false/410f142a42f04258a4d9da445df59fe9.1280.720.m3u8
三年级,下册,5,北师大版,段斌,0,-1,整理与复习-除法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e02bb653f111eb96b8fa20200c3759/98e6c37924efdd5933ebe5e7a0d86ef9.1280.720.false/98e6c37924efdd5933ebe5e7a0d86ef9.1280.720.m3u8
三年级,下册,5,北师大版,段斌,1,-1,平移和旋转（一）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e1049e53f111eb96b8fa20200c3759/a100aaaf1fc8d906f140bfbebde70126.1280.720.false/a100aaaf1fc8d906f140bfbebde70126.1280.720.m3u8
三年级,下册,5,北师大版,段斌,1,-1,轴对称（一）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e1040c53f111eb96b8fa20200c3759/6e1d55221a2535d49feb2ca364f40fe1.1280.720.false/6e1d55221a2535d49feb2ca364f40fe1.1280.720.m3u8
三年级,下册,5,北师大版,段斌,1,-1,平移和旋转（二）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e1037b53f111eb96b8fa20200c3759/fb89a3203fdd421040cea380cb74f6fe.1280.720.false/fb89a3203fdd421040cea380cb74f6fe.1280.720.m3u8
三年级,下册,5,北师大版,段斌,1,-1,轴对称（二）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e102e553f111eb96b8fa20200c3759/4c352125812c51a26603b5d63af434c8.1280.720.false/4c352125812c51a26603b5d63af434c8.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,找规律,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e0cb8953f111eb96b8fa20200c3759/471eacb1091c4fb52ce7e39ddabc719e.1280.720.false/471eacb1091c4fb52ce7e39ddabc719e.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,队列表演（一）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e0cc1f53f111eb96b8fa20200c3759/8146c369262568b73c68a75de2cdec47.1280.720.false/8146c369262568b73c68a75de2cdec47.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,队列表演（二）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e0799b53f111eb96b8fa20200c3759/cd122145b2cd69041585906c505ca89f.1280.720.false/cd122145b2cd69041585906c505ca89f.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,电影院,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e0790653f111eb96b8fa20200c3759/e7c18ad6bc5c1d8eb6cb906ef796c38a.1280.720.false/e7c18ad6bc5c1d8eb6cb906ef796c38a.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,乘法拓展课,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e02c4953f111eb96b8fa20200c3759/c6a15faa166b1fff2adeb3f748d3ace3.1280.720.false/c6a15faa166b1fff2adeb3f748d3ace3.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,练习三,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e02a8a53f111eb96b8fa20200c3759/052827d992abd57110010ee969baa43d.1280.720.false/052827d992abd57110010ee969baa43d.1280.720.m3u8
三年级,下册,5,北师大版,段斌,2,-1,数学游戏-数独,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30e02b2053f111eb96b8fa20200c3759/9c0994dab41691bb7b15cdb2c10d2e97.1280.720.false/9c0994dab41691bb7b15cdb2c10d2e97.1280.720.m3u8
三年级,下册,5,北师大版,段斌,3,-1,有多重,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dff1dd53f111eb96b8fa20200c3759/3f418bcc455681930e6cadc3a3aeeaa9.1280.720.false/3f418bcc455681930e6cadc3a3aeeaa9.1280.720.m3u8
三年级,下册,5,北师大版,段斌,3,-1,1吨有多重,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dff31353f111eb96b8fa20200c3759/dcdc6bd1b38931433ad26ddf50deae5b.1280.720.false/dcdc6bd1b38931433ad26ddf50deae5b.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,什么是面积,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dfad2253f111eb96b8fa20200c3759/623a2ae5f03572752b194bbe59a8045c.1280.720.false/623a2ae5f03572752b194bbe59a8045c.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,面积单位,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dfadbe53f111eb96b8fa20200c3759/2392b567951107db0b602875d4379e6c.1280.720.false/2392b567951107db0b602875d4379e6c.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,长方形的面积1,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df797753f111eb96b8fa20200c3759/3838a63e66422fe4dc9d7eabfa5e577c.1280.720.false/3838a63e66422fe4dc9d7eabfa5e577c.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,长方形的面积2,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df78e153f111eb96b8fa20200c3759/7e05f9708bbf936a80cb83cfc8ef2eff.1280.720.false/7e05f9708bbf936a80cb83cfc8ef2eff.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,面积单位的换算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df2ee653f111eb96b8fa20200c3759/6559a493fdebd681a09e44057037f90c.1280.720.false/6559a493fdebd681a09e44057037f90c.1280.720.m3u8
三年级,下册,5,北师大版,段斌,4,-1,长方形的面积与周长,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df3d8453f111eb96b8fa20200c3759/94d736d8ab22d2d7c39b26c8299c2c1c.1280.720.false/94d736d8ab22d2d7c39b26c8299c2c1c.1280.720.m3u8
三年级,下册,5,北师大版,段斌,5,-1,分一分（一）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dee15153f111eb96b8fa20200c3759/6dc7d5fe461c3784c8db71efec611c13.1280.720.false/6dc7d5fe461c3784c8db71efec611c13.1280.720.m3u8
三年级,下册,5,北师大版,段斌,5,-1,分一分（二）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dee0c153f111eb96b8fa20200c3759/2803e55a4654304c7a3cb0490a58f8df.1280.720.false/2803e55a4654304c7a3cb0490a58f8df.1280.720.m3u8
三年级,下册,5,北师大版,段斌,5,-1,比大小,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30de61db53f111eb96b8fa20200c3759/45c6166f01dc1be9a4ca666d0df0decc.1280.720.false/45c6166f01dc1be9a4ca666d0df0decc.1280.720.m3u8
三年级,下册,5,北师大版,段斌,5,-1,吃西瓜,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30de62dc53f111eb96b8fa20200c3759/fa10f9f6946157f63bb5ef56de48dab3.1280.720.false/fa10f9f6946157f63bb5ef56de48dab3.1280.720.m3u8
三年级,下册,5,北师大版,段斌,6,-1,小小鞋店,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30de061453f111eb96b8fa20200c3759/a37cd4ed180b75f0e29589a2f2b04348.1280.720.false/a37cd4ed180b75f0e29589a2f2b04348.1280.720.m3u8
三年级,下册,5,北师大版,段斌,6,-1,快乐成长,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30de051953f111eb96b8fa20200c3759/aa7c88a6ef14ac56ce5b814cec23257d.1280.720.false/aa7c88a6ef14ac56ce5b814cec23257d.1280.720.m3u8
三年级,下册,5,北师大版,段斌,7,-1,避开恶猫的方法（一）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dff27453f111eb96b8fa20200c3759/204d43f1bacd68df9fb94d9e800d97a2.1280.720.false/204d43f1bacd68df9fb94d9e800d97a2.1280.720.m3u8
三年级,下册,5,北师大版,段斌,7,-1,避开恶猫的方法（二）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30dff43d53f111eb96b8fa20200c3759/1de2f5d0938d932f51e0ff4a914e6e64.1280.720.false/1de2f5d0938d932f51e0ff4a914e6e64.1280.720.m3u8
三年级,下册,5,北师大版,段斌,8,-1,我们一起去游园,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df2e3d53f111eb96b8fa20200c3759/a939dba8316a745fc9592f96d52639f9.1280.720.false/a939dba8316a745fc9592f96d52639f9.1280.720.m3u8
三年级,下册,5,北师大版,段斌,8,-1,有趣的推理,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/30df2f9253f111eb96b8fa20200c3759/4fed5c8f71d8a6662fceb84eb0046f0a.1280.720.false/4fed5c8f71d8a6662fceb84eb0046f0a.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,整十、整百数乘一位数的口算及相应的估算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc5a9ba511ec9c6bfa20200f090a/2ed34975271221d83e83716774e7226a.1280.720.false/2ed34975271221d83e83716774e7226a.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,倍的认识,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb259ba511ec9c6bfa20200f090a/06b87363a56aee39b7117ec8f3009d73.1280.720.false/06b87363a56aee39b7117ec8f3009d73.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,倍的认识练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb419ba511ec9c6bfa20200f090a/01c5d77ff20f0c8d076df527dacb9885.1280.720.false/01c5d77ff20f0c8d076df527dacb9885.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,求一个数的几倍是多少,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc939ba511ec9c6bfa20200f090a/5a3b00de6c932d62a813872552c39a73.1280.720.false/5a3b00de6c932d62a813872552c39a73.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的口算、估算及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c76f9ba511ec9c6bfa20200f090a/3736c85be665516583282921b74df574.1280.720.false/3736c85be665516583282921b74df574.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,笔算两、三位数乘一位数（不进位）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cce79ba511ec9c6bfa20200f090a/d5f98950c54b49e9c807ce7ccb44b22b.1280.720.false/d5f98950c54b49e9c807ce7ccb44b22b.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,笔算两、三位数乘一位数（进位）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cd039ba511ec9c6bfa20200f090a/03e2abf839b1a0ddfdc458f09cdcedc9.1280.720.false/03e2abf839b1a0ddfdc458f09cdcedc9.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的笔算及应用练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c78a9ba511ec9c6bfa20200f090a/c4c05a8389237ef9539db4189090b9b0.1280.720.false/c4c05a8389237ef9539db4189090b9b0.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的笔算及应用练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c7b29ba511ec9c6bfa20200f090a/cb4672460037fe97d4047d2335b43e28.1280.720.false/cb4672460037fe97d4047d2335b43e28.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的笔算（连续进位）及应用练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c7cf9ba511ec9c6bfa20200f090a/3e35756e858fb6cc2f83f53af5855c75.1280.720.false/3e35756e858fb6cc2f83f53af5855c75.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的笔算（连续进位）及应用练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c7ed9ba511ec9c6bfa20200f090a/c95028381dc7b7ee1a672726f960ef63.1280.720.false/c95028381dc7b7ee1a672726f960ef63.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,乘数中间有0的乘法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c9299ba511ec9c6bfa20200f090a/c3c3ad3811e85e6892cc68dea50450d2.1280.720.false/c3c3ad3811e85e6892cc68dea50450d2.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,乘数末尾有0的乘法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c9459ba511ec9c6bfa20200f090a/06dac4cf5a16ea84950232640268f4b9.1280.720.false/06dac4cf5a16ea84950232640268f4b9.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,乘数中间或末尾有0的乘法练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c90c9ba511ec9c6bfa20200f090a/e20e21aa41bd68d86da4b168ad772cec.1280.720.false/e20e21aa41bd68d86da4b168ad772cec.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的计算及应用复习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c80a9ba511ec9c6bfa20200f090a/8ac699b396e4f1a629166dfdc4386425.1280.720.false/8ac699b396e4f1a629166dfdc4386425.1280.720.m3u8
三年级,上册,5,苏教版,段斌,0,-1,两、三位数乘一位数的计算及应用复习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8269ba511ec9c6bfa20200f090a/d3efbeaef7b8fcdebdb79eeee1fae8bd.1280.720.false/d3efbeaef7b8fcdebdb79eeee1fae8bd.1280.720.m3u8
三年级,上册,5,苏教版,段斌,1,-1,认识千克,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cde59ba511ec9c6bfa20200f090a/0aec437e73106e899f88a7a0fd380fa6.1280.720.false/0aec437e73106e899f88a7a0fd380fa6.1280.720.m3u8
三年级,上册,5,苏教版,段斌,1,-1,认识克,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cd919ba511ec9c6bfa20200f090a/13d543a077b6c46e6bc98b39147e04d6.1280.720.false/13d543a077b6c46e6bc98b39147e04d6.1280.720.m3u8
三年级,上册,5,苏教版,段斌,1,-1,千克和克的认识练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb989ba511ec9c6bfa20200f090a/d21463680b17506198b7403df725e982.1280.720.false/d21463680b17506198b7403df725e982.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,长方形和正方形的认识,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf649ba511ec9c6bfa20200f090a/6018eda340edd34cc4e4c0f3f471cee2.1280.720.false/6018eda340edd34cc4e4c0f3f471cee2.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,认识周长,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cec19ba511ec9c6bfa20200f090a/b0c7a093a66c565aa1aa5b45922577e3.1280.720.false/b0c7a093a66c565aa1aa5b45922577e3.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,长方形和正方形的周长计算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf499ba511ec9c6bfa20200f090a/04313b54dc772d4fdd0e5c098be9516d.1280.720.false/04313b54dc772d4fdd0e5c098be9516d.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,长方形和正方形的周长及计算练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf029ba511ec9c6bfa20200f090a/dfab16a5040cc3f65b0478ddaf0f3cbf.1280.720.false/dfab16a5040cc3f65b0478ddaf0f3cbf.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,长方形和正方形的周长及计算练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf2b9ba511ec9c6bfa20200f090a/d20892d2db2115776c2c88f76ed13959.1280.720.false/d20892d2db2115776c2c88f76ed13959.1280.720.m3u8
三年级,上册,5,苏教版,段斌,2,-1,周长是多少,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cbb49ba511ec9c6bfa20200f090a/fb0b2fbaf34fbd9cf2a97b642bb71212.1280.720.false/fb0b2fbaf34fbd9cf2a97b642bb71212.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,整十、整百数除以一位数的口算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc779ba511ec9c6bfa20200f090a/5ca936cf2f3edeba7c042abee3ffbe2d.1280.720.false/5ca936cf2f3edeba7c042abee3ffbe2d.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,笔算两、三位数除以一位数（首位或首两位能整除）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cd3d9ba511ec9c6bfa20200f090a/4df4c912b7bd8e4367b671a9888b2b3a.1280.720.false/4df4c912b7bd8e4367b671a9888b2b3a.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,除法的验算,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cfbb9ba511ec9c6bfa20200f090a/b0f2c52279bd8884fee8246d9dca28db.1280.720.false/b0f2c52279bd8884fee8246d9dca28db.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数的笔算（首位或首两位能整除）及应用练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8cd9ba511ec9c6bfa20200f090a/96781f4e3ae6b1c5b862cdf8533e9b94.1280.720.false/96781f4e3ae6b1c5b862cdf8533e9b94.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数的笔算（首位或首两位能整除）及应用练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8ef9ba511ec9c6bfa20200f090a/6abd20f658c5e430e3845e8cc2dd8f6f.1280.720.false/6abd20f658c5e430e3845e8cc2dd8f6f.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,笔算两位数除以一位数（首位不能整除）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cd599ba511ec9c6bfa20200f090a/68a81d1ea79c869b3b90e15c78152b96.1280.720.false/68a81d1ea79c869b3b90e15c78152b96.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,笔算三位数除以一位数（首位不能整除）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cccb9ba511ec9c6bfa20200f090a/1a73f2d87be58b1ab551f9156718735b.1280.720.false/1a73f2d87be58b1ab551f9156718735b.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,笔算三位数除以一位数（首位不够除）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6ccaf9ba511ec9c6bfa20200f090a/e1563d3978436e2e621eedd33731f257.1280.720.false/e1563d3978436e2e621eedd33731f257.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数的笔算及应用练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8949ba511ec9c6bfa20200f090a/858f35a2b91193a5ff5755d7c6ee588c.1280.720.false/858f35a2b91193a5ff5755d7c6ee588c.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数的笔算及应用练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8b09ba511ec9c6bfa20200f090a/f13b0c98e8462523d4dcf1292a672f54.1280.720.false/f13b0c98e8462523d4dcf1292a672f54.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,商中间或末尾有0的除法（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cbec9ba511ec9c6bfa20200f090a/47d3837bf81fed1b79424e0bfec40361.1280.720.false/47d3837bf81fed1b79424e0bfec40361.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,商中间或末尾有0的除法（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc089ba511ec9c6bfa20200f090a/de7bbfec4e522a9f49c379adfd9528be.1280.720.false/de7bbfec4e522a9f49c379adfd9528be.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,商中间或末尾有0的除法及应用练习,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cbd09ba511ec9c6bfa20200f090a/9bb4bceda515fefa9aa0870c43bb105d.1280.720.false/9bb4bceda515fefa9aa0870c43bb105d.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数复习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c85d9ba511ec9c6bfa20200f090a/14d855e2c4bf864a6881aa8facfa4832.1280.720.false/14d855e2c4bf864a6881aa8facfa4832.1280.720.m3u8
三年级,上册,5,苏教版,段斌,3,-1,两、三位数除以一位数复习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6c8799ba511ec9c6bfa20200f090a/26d8be04ebd640909816f56b543c15cb.1280.720.false/26d8be04ebd640909816f56b543c15cb.1280.720.m3u8
三年级,上册,5,苏教版,段斌,4,-1,从条件出发分析并解决实际问题（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6caee9ba511ec9c6bfa20200f090a/77d2b990011a5662aa6ca897c913b408.1280.720.false/77d2b990011a5662aa6ca897c913b408.1280.720.m3u8
三年级,上册,5,苏教版,段斌,4,-1,从条件出发分析并解决实际问题（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cb099ba511ec9c6bfa20200f090a/7d394c992b0dee481e3a200b0863eb59.1280.720.false/7d394c992b0dee481e3a200b0863eb59.1280.720.m3u8
三年级,上册,5,苏教版,段斌,4,-1,从条件出发分析并解决实际问题练习（1）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6caaa9ba511ec9c6bfa20200f090a/8994046126927655282da96fa5a9bbca.1280.720.false/8994046126927655282da96fa5a9bbca.1280.720.m3u8
三年级,上册,5,苏教版,段斌,4,-1,从条件出发分析并解决实际问题练习（2）,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cad29ba511ec9c6bfa20200f090a/fbb7857abb0c0b633412de3befbe3764.1280.720.false/fbb7857abb0c0b633412de3befbe3764.1280.720.m3u8
三年级,上册,5,苏教版,段斌,4,-1,间隔排列,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cf9e9ba511ec9c6bfa20200f090a/4b15f4edf2e775a2988a3b7a9f91936f.1280.720.false/4b15f4edf2e775a2988a3b7a9f91936f.1280.720.m3u8
三年级,上册,5,苏教版,段斌,5,-1,平移和旋转现象,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cc3e9ba511ec9c6bfa20200f090a/96f38f38951882ae22dabe6c6426d21c.1280.720.false/96f38f38951882ae22dabe6c6426d21c.1280.720.m3u8
三年级,上册,5,苏教版,段斌,5,-1,轴对称图形的初步认识,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cee59ba511ec9c6bfa20200f090a/2c3efcc8ffa7a01a810c89cbd69edeb0.1280.720.false/2c3efcc8ffa7a01a810c89cbd69edeb0.1280.720.m3u8
三年级,上册,5,苏教版,段斌,6,-1,认识几分之一,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cdae9ba511ec9c6bfa20200f090a/8565ffbc10a0da2b6b5fddf340388008.1280.720.false/8565ffbc10a0da2b6b5fddf340388008.1280.720.m3u8
三年级,上册,5,苏教版,段斌,6,-1,认识几分之几,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cdc99ba511ec9c6bfa20200f090a/7e5aed7f0ddf6e90aa79bc1bac4642c7.1280.720.false/7e5aed7f0ddf6e90aa79bc1bac4642c7.1280.720.m3u8
三年级,上册,5,苏教版,段斌,6,-1,简单的同分母分数的加、减法,https://r1-ndr.ykt.cbern.com.cn/edu_product/65/video/03a6cd769ba511ec9c6bfa20200f090a/fa1a283ddacc3f50ba674f5cbc055000.1280.720.false/fa1a283ddacc3f50ba674f5cbc055000.1280.720.m3u8
